ticket_number,issue_date,issue_time,marked_time,rp_state_plate,plate_expiry_date,make,body_style,color,location,route,agency,violation_code,fine_amount,agency_desc,body_style_desc,loc_lat,loc_long,geolocation,color_desc,violation_description,meter_id
1000448820,2022-12-13T00:00:00.000,1620,0000,CA,202205,JEEP,PA,WH,13922 OSBORNE ST,19SL0,1,4000A1,50,WESTERN,PASSENGER CAR,34.2344923,-118.4360021,"{'type': 'Point', 'coordinates': [-118.4360021, 34.2344923]}",,,
1000448831,2022-12-13T00:00:00.000,1625,0000,CA,202210,MAZD,PA,BK,13922 OSBORNE ST,19SL0,1,4000A1,50,WESTERN,PASSENGER CAR,34.2344923,-118.4360021,"{'type': 'Point', 'coordinates': [-118.4360021, 34.2344923]}",BLACK,,
1000448842,2022-12-16T00:00:00.000,1210,0000,CA,202205,HOND,PA,BR,9540 VAN NUYS BLVD,19SL0,1,4000A1,50,WESTERN,PASSENGER CAR,34.24279,-118.450141,"{'type': 'Point', 'coordinates': [-118.450141, 34.24279]}",,,
1000448853,2022-12-19T00:00:00.000,845,0000,CA,202209,LEXU,PA,BK,14650 NOVICE ST,19SL0,1,4000A1,50,WESTERN,PASSENGER CAR,34.243561,-118.450389,"{'type': 'Point', 'coordinates': [-118.450389, 34.243561]}",BLACK,,
1000448864,2022-12-19T00:00:00.000,855,0000,CA,202109,TOYO,PA,GY,14650 NOVICE ST,19SL0,1,4000A1,50,WESTERN,PASSENGER CAR,34.243561,-118.450389,"{'type': 'Point', 'coordinates': [-118.450389, 34.243561]}",GREY,,
1000448875,2022-12-19T00:00:00.000,900,0000,CA,202209,DODG,TR,GY,14662 NOVICE ST,19SL0,1,4000A1,50,WESTERN,TRAILER,34.243561,-118.450389,"{'type': 'Point', 'coordinates': [-118.450389, 34.243561]}",GREY,,
1000448886,2022-12-19T00:00:00.000,905,0000,CA,202203,CHEV,SU,RE,9703 CEDROS AVE,19SL0,1,4000A1,50,WESTERN,,34.246246,-118.452149,"{'type': 'Point', 'coordinates': [-118.452149, 34.246246]}",,,
1000448890,2022-12-19T00:00:00.000,910,0000,CA,202105,JEEP,SU,GY,VESPER/VAN NUYS BL,19SL0,1,4000A1,50,WESTERN,,34.2450868,-118.4502511,"{'type': 'Point', 'coordinates': [-118.4502511, 34.2450868]}",GREY,,
1000448901,2022-12-19T00:00:00.000,915,0000,CA,202211,BMW,PA,BK,VAN NUYS/VESPER,19SL0,1,4000A1,50,WESTERN,PASSENGER CAR,34.1996715,-118.4487824,"{'type': 'Point', 'coordinates': [-118.4487824, 34.1996715]}",BLACK,,
1000448912,2022-12-19T00:00:00.000,920,0000,CA,202311,VOLK,PA,GY,VAN NUYS BLVD/VESPER,19SL0,1,8056E4,93,WESTERN,PASSENGER CAR,34.2450868,-118.4502511,"{'type': 'Point', 'coordinates': [-118.4502511, 34.2450868]}",GREY,,
1000448923,2022-12-19T00:00:00.000,925,0000,CA,202301,HOND,PA,RE,VAN NUYS/VESPER,19SL0,1,8056E4,93,WESTERN,PASSENGER CAR,34.1996715,-118.4487824,"{'type': 'Point', 'coordinates': [-118.4487824, 34.1996715]}",,,
1000448934,2022-12-19T00:00:00.000,930,0000,CA,202307,FORD,SU,SI,VAN NUYS/VESPER,19SL0,1,8056E4,93,WESTERN,,34.1996715,-118.4487824,"{'type': 'Point', 'coordinates': [-118.4487824, 34.1996715]}",,,
1000448945,2022-12-19T00:00:00.000,930,0000,CA,202303,NISS,PA,BK,VAN NUYS/VESPER,19SL0,1,8056E4,93,WESTERN,PASSENGER CAR,34.1996715,-118.4487824,"{'type': 'Point', 'coordinates': [-118.4487824, 34.1996715]}",BLACK,,
1000448956,2022-12-19T00:00:00.000,940,0000,CA,202112,NISS,TR,WH,TUPPER/CEDROS,19SL0,1,4000A1,50,WESTERN,TRAILER,34.2390751,-118.453568,"{'type': 'Point', 'coordinates': [-118.453568, 34.2390751]}",,,
1000448960,2022-12-19T00:00:00.000,945,0000,CA,202110,MERZ,PA,BK,14718 TUPPER ST,19SL0,1,4000A1,50,WESTERN,PASSENGER CAR,34.23898,-118.453695,"{'type': 'Point', 'coordinates': [-118.453695, 34.23898]}",BLACK,,
1000448971,2022-12-22T00:00:00.000,820,0000,CA,202211,BMW,PA,BK,VESPER/VAN NUYS,LAPD1,1,8056E4,93,WESTERN,PASSENGER CAR,34.1898566,-118.451357,"{'type': 'Point', 'coordinates': [-118.451357, 34.1898566]}",BLACK,,
1000449004,2022-12-22T00:00:00.000,850,0000,CA,202211,ACUR,PA,BK,CEDROS/TUPPER,19SL0,1,4000A1,50,WESTERN,PASSENGER CAR,34.2390751,-118.453568,"{'type': 'Point', 'coordinates': [-118.453568, 34.2390751]}",BLACK,,
1038768802,2023-02-21T00:00:00.000,1500,0000,CA,202107,MAZD,PA,BK,10733 VALERIO ST,A3,1,4000A1,50,WESTERN,PASSENGER CAR,34.2048373,-118.3638057,"{'type': 'Point', 'coordinates': [-118.3638057, 34.2048373]}",BLACK,,
1038768813,2023-02-27T00:00:00.000,750,0000,CA,200205,CHEV,,BE,6850 TUJUNGA AV,A27,1,4000A1,50,WESTERN,,34.1939601,-118.3790631,"{'type': 'Point', 'coordinates': [-118.3790631, 34.1939601]}",,,
1038768846,2023-02-28T00:00:00.000,835,0000,CA,201109,SPRN,RV,BE,11830 SATICOY ST,A3,1,4000A1,50,WESTERN,,34.208381,-118.390037,"{'type': 'Point', 'coordinates': [-118.390037, 34.208381]}",,,
1049078682,2022-12-26T00:00:00.000,1740,0000,CA,202110,LNDR,PA,WH,100 N WORLD WY L3/3G,,1,4000A1,50,WESTERN,PASSENGER CAR,33.9433358,-118.4003104,"{'type': 'Point', 'coordinates': [-118.4003104, 33.9433358]}",,,
1049078693,2022-12-26T00:00:00.000,1740,0000,CA,202110,LNDR,PA,WH,100 N WORLD WY L3/3G,,1,225078A,363,WESTERN,PASSENGER CAR,33.9433358,-118.4003104,"{'type': 'Point', 'coordinates': [-118.4003104, 33.9433358]}",,,
1049078704,2022-12-26T00:00:00.000,0,0000,CA,202110,LNDR,PA,WH,100 N WORLD WY L3/3G,,1,5200A,25,WESTERN,PASSENGER CAR,33.9433358,-118.4003104,"{'type': 'Point', 'coordinates': [-118.4003104, 33.9433358]}",,,
1067924082,2023-02-02T00:00:00.000,1040,0000,CA,202205,PETE,TR,RE,11000 STRATHERN ST,,53,80692,750,53 - DOT - VALLEY,TRAILER,34.21572,-118.37051,"{'type': 'Point', 'coordinates': [-118.37051, 34.21572]}",,,
1067924093,2023-02-02T00:00:00.000,1041,0000,CA,202205,PETE,TR,RE,11000 STRATHERN ST,,53,4000A1,50,53 - DOT - VALLEY,TRAILER,34.21572,-118.37051,"{'type': 'Point', 'coordinates': [-118.37051, 34.21572]}",,,
1067924104,2023-02-02T00:00:00.000,1149,0000,CA,202303,TOYO,PA,WH,13724 VICTORY BLVD,,53,8053,63,53 - DOT - VALLEY,PASSENGER CAR,34.186585,-118.431398,"{'type': 'Point', 'coordinates': [-118.431398, 34.186585]}",,,
1067924115,2023-02-02T00:00:00.000,1151,0000,CA,0,JEEP,,GO,12610 SATICOY ST,,53,8056E4,93,53 - DOT - VALLEY,,34.207674,-118.4078754,"{'type': 'Point', 'coordinates': [-118.4078754, 34.207674]}",GOLD,,
1078670946,2023-01-02T00:00:00.000,950,0000,CA,202308,TOYO,PA,GY,7665 SAN PEDRO ST,12Q34,1,8056E4,93,WESTERN,PASSENGER CAR,33.97111,-118.26956,"{'type': 'Point', 'coordinates': [-118.26956, 33.97111]}",GREY,,
1078670972,2023-01-02T00:00:00.000,1010,0000,CA,202203,ISZU,,GY,161 E 78TH ST,12Q34,1,4000A1,50,WESTERN,,33.9685433,-118.2735755,"{'type': 'Point', 'coordinates': [-118.2735755, 33.9685433]}",GREY,,
1109425870,2023-01-09T00:00:00.000,740,0000,CA,201811,SPCN,FB,BR,5721 S FORTUNA ST,,1,4000A1,50,WESTERN,,33.9911545,-118.2454002,"{'type': 'Point', 'coordinates': [-118.2454002, 33.9911545]}",,,
1078670983,2023-01-02T00:00:00.000,1015,0000,CA,202004,TOYO,PA,GR,7807 SAN PEDRO ST,12Q34,1,4000A1,50,WESTERN,PASSENGER CAR,33.9686526,-118.2693128,"{'type': 'Point', 'coordinates': [-118.2693128, 33.9686526]}",,,
1078670994,2023-01-02T00:00:00.000,1020,0000,CA,202201,NISS,PA,GY,7817 SAN PEDRO ST,12Q34,1,4000A1,50,WESTERN,PASSENGER CAR,33.9686526,-118.2693128,"{'type': 'Point', 'coordinates': [-118.2693128, 33.9686526]}",GREY,,
1080811745,2023-02-10T00:00:00.000,1715,0000,OK,202303,TOYO,PA,SI,WILSHIRE/MARIPOSA,MQ54,1,8069AP,93,WESTERN,PASSENGER CAR,34.0617577,-118.298759,"{'type': 'Point', 'coordinates': [-118.298759, 34.0617577]}",,,
1084703082,2022-12-10T00:00:00.000,852,0000,CA,201712,CAIF,,GY,1800 COTNER,,1,4000A1,50,WESTERN,,34.0450689,-118.4442987,"{'type': 'Point', 'coordinates': [-118.4442987, 34.0450689]}",GREY,,
1084703093,2022-12-10T00:00:00.000,857,0000,CA,201907,CHEV,,YE,1805 COTNER AVE,8SL02,1,4000A1,50,WESTERN,,34.04501,-118.444107,"{'type': 'Point', 'coordinates': [-118.444107, 34.04501]}",YELLOW,,
1084703104,2022-12-10T00:00:00.000,900,0000,CA,202211,,,GY,1900 COTNER AVE,8SL02,1,4000A1,50,WESTERN,,34.0436359,-118.4430997,"{'type': 'Point', 'coordinates': [-118.4430997, 34.0436359]}",GREY,,
1084703115,2022-12-10T00:00:00.000,903,0000,CA,201906,,,GY,1901 COTNER AVE,8SL02,1,4000A1,50,WESTERN,,34.0436359,-118.4430997,"{'type': 'Point', 'coordinates': [-118.4430997, 34.0436359]}",GREY,,
1084703152,2022-12-26T00:00:00.000,1043,0000,CA,202205,FORD,PA,WH,1700 COTNER AVE,,1,4000A1,50,WESTERN,PASSENGER CAR,34.047091,-118.44587,"{'type': 'Point', 'coordinates': [-118.44587, 34.047091]}",,,
1084703163,2022-12-26T00:00:00.000,1159,0000,CA,201906,CHEV,,GY,1800 COTNER,,1,4000A1,50,WESTERN,,34.0450689,-118.4442987,"{'type': 'Point', 'coordinates': [-118.4442987, 34.0450689]}",GREY,,
1084703174,2022-12-26T00:00:00.000,1200,0000,CA,201907,BMW,,TA,1805 COTNER,,1,4000A1,50,WESTERN,,34.0450689,-118.4442987,"{'type': 'Point', 'coordinates': [-118.4442987, 34.0450689]}",,,
1084703185,2022-12-26T00:00:00.000,1205,0000,CA,202101,TOYO,,SI,1810 COTNER,,1,4000A1,50,WESTERN,,34.0450689,-118.4442987,"{'type': 'Point', 'coordinates': [-118.4442987, 34.0450689]}",,,
1084703196,2022-12-26T00:00:00.000,1205,0000,CA,201712,BTM,,GY,1810 COTNER AVE,,1,4000A1,50,WESTERN,,34.04501,-118.444107,"{'type': 'Point', 'coordinates': [-118.444107, 34.04501]}",GREY,,
1084703200,2022-12-26T00:00:00.000,1230,0000,CA,202212,BTM,,TA,1860 COTNER,,1,4000A1,50,WESTERN,,34.0450689,-118.4442987,"{'type': 'Point', 'coordinates': [-118.4442987, 34.0450689]}",,,
1086691701,2022-12-27T00:00:00.000,820,0000,CA,202312,LEXU,SU,GY,14720 ROSCOE BL,26TL1,1,8070,163,WESTERN,,34.2209006,-118.4533903,"{'type': 'Point', 'coordinates': [-118.4533903, 34.2209006]}",GREY,,
1086691712,2022-12-27T00:00:00.000,915,0000,CA,202111,MERZ,PA,BK,7870 VAN NUYS BL,26TL1,1,225078A,363,WESTERN,PASSENGER CAR,34.213538,-118.448585,"{'type': 'Point', 'coordinates': [-118.448585, 34.213538]}",BLACK,,
1086691723,2022-12-27T00:00:00.000,1000,0000,CA,202310,HOND,PA,GY,14626 ROSCOE BLVD,26TL1,1,225078A,363,WESTERN,PASSENGER CAR,34.22143055,-118.4506622,"{'type': 'Point', 'coordinates': [-118.4506622, 34.22143055]}",GREY,,
1086691734,2022-12-27T00:00:00.000,1235,0000,CA,202307,PORS,SU,WH,6600 TOPANGA CYN BL,26TU8,1,225078A,363,WESTERN,,34.19167,-118.60212,"{'type': 'Point', 'coordinates': [-118.60212, 34.19167]}",,,
1086750943,2023-03-13T00:00:00.000,1305,0000,CA,202306,NISS,PA,SV,FIGUEROA ST/STATE DR,3A99,1,8069A,93,WESTERN,PASSENGER CAR,34.0165151,-118.2827207,"{'type': 'Point', 'coordinates': [-118.2827207, 34.0165151]}",,,
1088191064,2023-01-03T00:00:00.000,1530,0000,CA,202207,HYUN,PA,GY,1268 N WESTMORELAND,11SL0,1,5204A,25,WESTERN,PASSENGER CAR,34.0934783,-118.2878153,"{'type': 'Point', 'coordinates': [-118.2878153, 34.0934783]}",GREY,,
1088191075,2023-01-03T00:00:00.000,1540,0000,CA,202203,HOND,PA,GY,1258 N WESTMORELAND,11SL0,1,5204A,25,WESTERN,PASSENGER CAR,34.0934783,-118.2878153,"{'type': 'Point', 'coordinates': [-118.2878153, 34.0934783]}",GREY,,
1088425343,2022-12-26T00:00:00.000,1010,0000,CA,202211,KIA,PA,RE,PARKVIEW N/O 7TH ST,FB51,1,4000A1,50,WESTERN,PASSENGER CAR,34.0500743,-118.262095,"{'type': 'Point', 'coordinates': [-118.262095, 34.0500743]}",,,
1088425365,2022-12-30T00:00:00.000,905,0000,CA,202206,HOND,PA,WH,PARKVIEW N/O 7TH ST,02FB5,1,4000A1,50,WESTERN,PASSENGER CAR,34.0500743,-118.262095,"{'type': 'Point', 'coordinates': [-118.262095, 34.0500743]}",,,
1088425380,2023-01-16T00:00:00.000,900,0000,VA,202202,NISS,PA,GY,PARKVIEW N/O 7TH ST,FB54,1,4000A1,50,WESTERN,PASSENGER CAR,34.0500743,-118.262095,"{'type': 'Point', 'coordinates': [-118.262095, 34.0500743]}",GREY,,
1088425391,2023-01-16T00:00:00.000,905,0000,CA,202201,HOND,PA,BL,PARKVIEW N/O 7TH ST,FB51,1,4000A1,50,WESTERN,PASSENGER CAR,34.0500743,-118.262095,"{'type': 'Point', 'coordinates': [-118.262095, 34.0500743]}",BLUE,,
1088425424,2023-01-16T00:00:00.000,1155,0000,CA,202211,VOLK,PA,WH,PARKVIEW N/O 7TH ST,FB51,1,4000A1,50,WESTERN,PASSENGER CAR,34.0500743,-118.262095,"{'type': 'Point', 'coordinates': [-118.262095, 34.0500743]}",,,
1088425446,2023-02-04T00:00:00.000,915,0000,CA,201904,TOYO,PA,BL,PARK VIEW/6TH ST,,1,4000A1,50,WESTERN,PASSENGER CAR,34.0609268,-118.2779935,"{'type': 'Point', 'coordinates': [-118.2779935, 34.0609268]}",BLUE,,
1088425472,2023-02-04T00:00:00.000,1225,0000,CA,202209,HYUN,PA,BK,PARK VIEW N/O 7TH ST,FB51,1,4000A1,50,WESTERN,PASSENGER CAR,34.0581395,-118.2805224,"{'type': 'Point', 'coordinates': [-118.2805224, 34.0581395]}",BLACK,,
1088425483,2023-02-04T00:00:00.000,1605,0000,CA,202208,HOND,PA,GY,PARK VIEW N/O 7TH ST,FB51,1,4000A1,50,WESTERN,PASSENGER CAR,34.0581395,-118.2805224,"{'type': 'Point', 'coordinates': [-118.2805224, 34.0581395]}",GREY,,
1088433603,2023-02-26T00:00:00.000,900,0000,CA,202304,TOYO,PA,BL,607 S PARKVIEW,,1,,0,WESTERN,PASSENGER CAR,34.061171,-118.2785456,"{'type': 'Point', 'coordinates': [-118.2785456, 34.061171]}",BLUE,,
1088449040,2023-01-31T00:00:00.000,2100,0000,CA,202301,DODG,PA,OR,2014 W 8TH ST,2F3W2,1,5200A,25,WESTERN,PASSENGER CAR,34.054341,-118.276837,"{'type': 'Point', 'coordinates': [-118.276837, 34.054341]}",ORANGE,,
1088449051,2023-01-11T00:00:00.000,558,0000,CA,201909,HOND,PA,SI,BELLEVUE S/O SUNSET,LAPD,1,4000A1,50,WESTERN,PASSENGER CAR,34.0730096,-118.2667238,"{'type': 'Point', 'coordinates': [-118.2667238, 34.0730096]}",,,
1088452396,2023-01-07T00:00:00.000,752,0000,CA,0,TOYO,TR,WH,FIGUEROA/78TH ST,12V2,1,8056E4,93,WESTERN,TRAILER,33.9688456,-118.2826928,"{'type': 'Point', 'coordinates': [-118.2826928, 33.9688456]}",,,
1088452470,2023-01-09T00:00:00.000,800,0000,CA,202004,DODG,TR,WH,68TH ST/FIGUEROA ST,12V1,1,8069AA,93,WESTERN,TRAILER,33.9781611,-118.2826976,"{'type': 'Point', 'coordinates': [-118.2826976, 33.9781611]}",,,
1088452492,2023-01-09T00:00:00.000,825,0000,CA,202207,NISS,PA,WH,653 W 62ND ST,12V1,1,8069BS,73,WESTERN,PASSENGER CAR,33.98318323,-118.2853629,"{'type': 'Point', 'coordinates': [-118.2853629, 33.98318323]}",,,
1093928905,2023-02-05T00:00:00.000,1631,0000,CA,202307,KIA,PA,RE,OGDEN N/O MELROSE,,1,8056E4,93,WESTERN,PASSENGER CAR,34.0837735,-118.3594728,"{'type': 'Point', 'coordinates': [-118.3594728, 34.0837735]}",,,
1095686200,2022-11-07T00:00:00.000,1030,0000,CA,202005,CHEV,PA,BK,2300 GARTH AVE,8SL05,1,4000A,50,WESTERN,PASSENGER CAR,34.038628,-118.379091,"{'type': 'Point', 'coordinates': [-118.379091, 34.038628]}",BLACK,,
1095686211,2022-11-07T00:00:00.000,1040,0000,CA,202010,CORO,RV,WH,2300 GARTH AVE,8SL05,1,4000A,50,WESTERN,,34.038628,-118.379091,"{'type': 'Point', 'coordinates': [-118.379091, 34.038628]}",,,
1095686222,2022-11-07T00:00:00.000,1155,0000,CA,202001,COAC,RV,TA,2300 GARTH AVE,8SL05,1,4000A,50,WESTERN,,34.038628,-118.379091,"{'type': 'Point', 'coordinates': [-118.379091, 34.038628]}",,,
1095686233,2022-11-07T00:00:00.000,1200,0000,CA,202110,JEEP,PA,GY,2300 GARTH AVE,8SL05,1,4000A,50,WESTERN,PASSENGER CAR,34.038628,-118.379091,"{'type': 'Point', 'coordinates': [-118.379091, 34.038628]}",GREY,,
1095686244,2022-11-07T00:00:00.000,1205,0000,CA,202205,CHEV,TR,WH,2300 GARTH AVE,8SL05,1,4000A,50,WESTERN,TRAILER,34.038628,-118.379091,"{'type': 'Point', 'coordinates': [-118.379091, 34.038628]}",,,
1103479263,2023-01-10T00:00:00.000,1055,0000,CA,202102,FORD,TR,GY,8451 RINCON,MQX,1,5204A,25,WESTERN,TRAILER,34.2227506,-118.3911473,"{'type': 'Point', 'coordinates': [-118.3911473, 34.2227506]}",GREY,,
1103909601,2023-01-28T00:00:00.000,1220,0000,CA,202007,TOYO,PA,GR,12743 SAN FERNANDO,19X34,1,4000A1,50,WESTERN,PASSENGER CAR,34.30067,-118.46035,"{'type': 'Point', 'coordinates': [-118.46035, 34.30067]}",,,
1103909612,2023-02-04T00:00:00.000,1330,0000,CA,202103,NISS,PA,BK,12691 SAN FERNANDO,19EL2,1,4000A1,50,WESTERN,PASSENGER CAR,34.29868,-118.45784,"{'type': 'Point', 'coordinates': [-118.45784, 34.29868]}",BLACK,,
1103943050,2023-01-11T00:00:00.000,1245,0000,CA,202304,AUDI,PA,BK,98TH/WESTERN,,1,8069BS,73,WESTERN,PASSENGER CAR,34.6127351,-118.3038343,"{'type': 'Point', 'coordinates': [-118.3038343, 34.6127351]}",BLACK,,
1104862496,2022-09-26T00:00:00.000,1155,0000,ME,0,HYUN,TL,BK,320 LAKME,M75,3,80691A,500,VALLEY,,33.7728708,-118.2592846,"{'type': 'Point', 'coordinates': [-118.2592846, 33.7728708]}",BLACK,,
1105046541,2023-03-14T00:00:00.000,2040,0000,CA,202211,VOLK,PA,RE,8570 YEHUDA DR,,53,22514,68,53 - DOT - VALLEY,PASSENGER CAR,34.2254816,-118.6241549,"{'type': 'Point', 'coordinates': [-118.6241549, 34.2254816]}",,,
1105046552,2023-03-14T00:00:00.000,2058,0000,CA,202211,VOLK,PA,RE,8570 YEHUDA DR,,53,4000A1,50,53 - DOT - VALLEY,PASSENGER CAR,34.2254816,-118.6241549,"{'type': 'Point', 'coordinates': [-118.6241549, 34.2254816]}",,,
1105176192,2023-01-18T00:00:00.000,1450,0000,CA,0,HOND,PA,GY,ALISO ST/LOS ANGELES,,56,8056E4,93,56 - DOT - CENTRAL,PASSENGER CAR,34.0553059,-118.240278,"{'type': 'Point', 'coordinates': [-118.240278, 34.0553059]}",GREY,,
1105176203,2023-01-18T00:00:00.000,1455,0000,CA,0,GMC,TR,WH,ALISO ST/LOS ANGELES,,56,8056E4,93,56 - DOT - CENTRAL,TRAILER,34.0553059,-118.240278,"{'type': 'Point', 'coordinates': [-118.240278, 34.0553059]}",,,
1105458130,2022-12-30T00:00:00.000,935,0000,CA,202308,FORD,PA,BK,716 W 7TH ST,31FB3,1,8056E1,58,WESTERN,PASSENGER CAR,34.04393659999999,-118.2516643,"{'type': 'Point', 'coordinates': [-118.2516643, 34.04393659999999]}",BLACK,,
1105458141,2022-12-31T00:00:00.000,900,0000,CA,0,HOND,PA,GR,700 W 7TH ST,31FB3,1,8056E1,58,WESTERN,PASSENGER CAR,34.04393659999999,-118.2516643,"{'type': 'Point', 'coordinates': [-118.2516643, 34.04393659999999]}",,,
1105630982,2023-03-09T00:00:00.000,1140,0000,CA,202401,MAZ,PA,RE,BREED ST/CESAR CHAVE,,1,5200,25,WESTERN,PASSENGER CAR,34.0472948,-118.2088996,"{'type': 'Point', 'coordinates': [-118.2088996, 34.0472948]}",,,
1105630993,2023-03-09T00:00:00.000,1145,0000,CA,202401,NISS,PA,WH,BREED ST/CESAR CHAVE,,1,5200A,25,WESTERN,PASSENGER CAR,34.0472948,-118.2088996,"{'type': 'Point', 'coordinates': [-118.2088996, 34.0472948]}",,,
1106205122,2023-02-06T00:00:00.000,940,0000,CA,202207,,PA,BL,8675 ROSLYNDALE AV,26MQ1,1,4000A1,50,WESTERN,PASSENGER CAR,34.2267129,-118.4200725,"{'type': 'Point', 'coordinates': [-118.4200725, 34.2267129]}",BLUE,,
1106205133,2023-02-06T00:00:00.000,946,0000,CA,202001,TOYO,TR,GY,13218 REEDLEY ST,26MQ1,1,4000A1,50,WESTERN,TRAILER,34.22794,-118.4195991,"{'type': 'Point', 'coordinates': [-118.4195991, 34.22794]}",GREY,,
1106205144,2023-02-06T00:00:00.000,950,0000,CA,201905,HOND,PA,BK,13184 REEDLEY ST,26MQ1,1,4000A1,50,WESTERN,PASSENGER CAR,34.2287426,-118.4185102,"{'type': 'Point', 'coordinates': [-118.4185102, 34.2287426]}",BLACK,,
1106205155,2023-02-06T00:00:00.000,953,0000,CA,202012,,PA,TA,13184 REEDLEY ST,26MQ1,1,4000A1,50,WESTERN,PASSENGER CAR,34.2287426,-118.4185102,"{'type': 'Point', 'coordinates': [-118.4185102, 34.2287426]}",,,
1106205166,2023-02-06T00:00:00.000,957,0000,CA,202205,CHEV,VN,WH,13172 REEDLEY ST,26MQ1,1,4000A1,50,WESTERN,VAN,34.2287426,-118.4185102,"{'type': 'Point', 'coordinates': [-118.4185102, 34.2287426]}",,,
1106205170,2023-02-06T00:00:00.000,1004,0000,CA,202204,DODG,VN,WH,13224 BRYSON ST,26MQ1,1,4000A1,50,WESTERN,VAN,34.2284918,-118.4198929,"{'type': 'Point', 'coordinates': [-118.4198929, 34.2284918]}",,,
1106205181,2023-02-06T00:00:00.000,1008,0000,CA,202204,LEXS,PA,GY,13206 BRYSON ST,26MQ1,1,4000A1,50,WESTERN,PASSENGER CAR,34.2284918,-118.4198929,"{'type': 'Point', 'coordinates': [-118.4198929, 34.2284918]}",GREY,,
1106205192,2023-02-06T00:00:00.000,1016,0000,CA,202011,MERZ,PA,GY,13407 RANGOON ST,26MQ1,1,4000A1,50,WESTERN,PASSENGER CAR,34.22925,-118.42485,"{'type': 'Point', 'coordinates': [-118.42485, 34.22925]}",GREY,,
1106242211,2022-12-26T00:00:00.000,1320,0000,CA,202108,ACUR,PA,SI,14939 OXNARD ST,9Q12W,1,4000A1,50,WESTERN,PASSENGER CAR,34.17922,-118.45772,"{'type': 'Point', 'coordinates': [-118.45772, 34.17922]}",,,
1106242222,2022-12-26T00:00:00.000,1330,0000,CA,202202,HYUN,PA,GY,15350 OXNARD ST,9Q12W,1,4000A1,50,WESTERN,PASSENGER CAR,34.17937,-118.46632,"{'type': 'Point', 'coordinates': [-118.46632, 34.17937]}",GREY,,
1106494454,2023-01-29T00:00:00.000,445,0000,CA,202212,HOND,PA,BL,415 UNION DR,2A69,1,22500H,68,WESTERN,PASSENGER CAR,34.058991,-118.267409,"{'type': 'Point', 'coordinates': [-118.267409, 34.058991]}",BLUE,,
1106494465,2023-01-29T00:00:00.000,445,0000,CA,202301,TOYO,PA,RE,415 UNION DR,2A69,1,22500H,68,WESTERN,PASSENGER CAR,34.058991,-118.267409,"{'type': 'Point', 'coordinates': [-118.267409, 34.058991]}",,,
1106494476,2023-01-29T00:00:00.000,450,0000,CA,202112,NISS,PA,BL,415 UNION DR,2A69,1,22500H,68,WESTERN,PASSENGER CAR,34.058991,-118.267409,"{'type': 'Point', 'coordinates': [-118.267409, 34.058991]}",BLUE,,
1106494480,2023-01-29T00:00:00.000,450,0000,CA,202309,FORD,SU,WH,421 UNION DR,2A69,1,22500H,68,WESTERN,,34.058991,-118.267409,"{'type': 'Point', 'coordinates': [-118.267409, 34.058991]}",,,
1106494491,2023-01-29T00:00:00.000,455,0000,CA,202201,HOND,PA,WH,433 UNION DR,2A69,1,22500H,68,WESTERN,PASSENGER CAR,34.058991,-118.267409,"{'type': 'Point', 'coordinates': [-118.267409, 34.058991]}",,,
1106860694,2023-01-24T00:00:00.000,1033,0000,NV,202006,NISS,PA,WH,109TH ST/FIGUEROA,18/SO,1,8813B,93,WESTERN,PASSENGER CAR,33.9373605,-118.2826102,"{'type': 'Point', 'coordinates': [-118.2826102, 33.9373605]}",,METER EXPIRED,
1107616495,2023-01-20T00:00:00.000,1230,0000,CA,202204,FORD,TR,WH,12760 SAN FERNANDO,,1,4000A1,50,WESTERN,TRAILER,34.30067,-118.46035,"{'type': 'Point', 'coordinates': [-118.46035, 34.30067]}",,,
1107657261,2023-02-14T00:00:00.000,1410,0000,CA,202311,CHEV,TR,GY,6800 WEIDLAKE DR,,1,5200,25,WESTERN,TRAILER,34.11541,-118.32761,"{'type': 'Point', 'coordinates': [-118.32761, 34.11541]}",GREY,,
1107657272,2023-02-14T00:00:00.000,1420,0000,OH,202106,AUDI,PA,WH,6800 WEIDLAKE DR,,1,4000A1,50,WESTERN,PASSENGER CAR,34.11541,-118.32761,"{'type': 'Point', 'coordinates': [-118.32761, 34.11541]}",,,
1107657283,2023-02-14T00:00:00.000,1520,0000,DE,202304,LINC,PA,BK,6800 WEIDLAKE DR,,1,5200,25,WESTERN,PASSENGER CAR,34.11541,-118.32761,"{'type': 'Point', 'coordinates': [-118.32761, 34.11541]}",BLACK,,
1107657294,2023-02-14T00:00:00.000,1530,0000,CA,202210,MERZ,PA,WH,6800 WEIDLAKE DR,,1,4000A1,50,WESTERN,PASSENGER CAR,34.11541,-118.32761,"{'type': 'Point', 'coordinates': [-118.32761, 34.11541]}",,,
1107845244,2022-12-21T00:00:00.000,905,0000,CA,202204,FORD,PA,WH,11 NAVY ST,14Q21,1,4000A1,50,WESTERN,PASSENGER CAR,33.9958428,-118.4814756,"{'type': 'Point', 'coordinates': [-118.4814756, 33.9958428]}",,,
1108058210,2023-01-23T00:00:00.000,1445,0000,CA,201912,FORD,PA,GR,14117 TIARA ST,9SL41,1,4000A1,50,WESTERN,PASSENGER CAR,34.178388,-118.440126,"{'type': 'Point', 'coordinates': [-118.440126, 34.178388]}",,,
